Name,CI,LSR,BSL,HMS,MCC_5,TPR_5,PPV_5,MCC_9,TPR_9,PPV_9
oc_12_2500_500_0_5_p019_0800_1,11.71631205673759,0.9407246518715245,0.9873543781372002,0.952514293171134,0.9059885985364797,0.9763593380614657,0.855072463768116,0.9255905872386219,0.9314420803782506,0.9314420803782506
oc_12_5000_500_0_5_p019_0710_1,5.482300884955753,0.9501699282587601,0.9897580887372014,0.9686065607411768,0.9543475789554179,0.9944690265486725,0.9296794208893485,0.9472862070948699,0.9446902654867256,0.9660633484162896
oc_12_10000_3500_3_5_p019_0710_1,4.147280334728033,0.7673362813386744,0.939007771094131,0.6827180457843334,0.7541424742551343,0.7640167364016737,0.8368469294225481,0.7249409551559769,0.6435146443514644,0.9154761904761904
oc_12_2500_500_0_5_p019_0710_1,10.964601769911505,0.9391357273717963,0.9871905325443787,0.9467542987955025,0.915644763927259,0.9668141592920354,0.8810483870967742,0.9002757273810668,0.8849557522123894,0.9324009324009324
oc_12_10000_500_0_5_p019_0880_1,3.3714285714285714,0.9563185519863452,0.9909151571739807,0.9689269255710872,0.9686659667898097,0.9884353741496599,0.963527851458886,0.960539872895976,0.9585034013605442,0.9805149617258176
oc_12_5000_1500_1_5_p019_0800_1,5.858156028368795,0.7975143971890022,0.9464424681144433,0.7279462668491107,0.732847193818568,0.7836879432624113,0.7611940298507462,0.7090189881378874,0.6607565011820331,0.8418674698795181
oc_12_500_1000_1_0_p019_0800_1,59.0,0.9365946342617584,0.9864419047619047,0.5340858112261746,0.34371636412045253,0.2261904761904762,0.5428571428571428,0.2989413398289593,0.11904761904761904,0.7692307692307693
oc_12_2500_4000_4_0_p019_0830_1,23.826923076923077,0.8756795799448636,0.9715767621998451,0.4525345066799614,0.48803843403810004,0.2932692307692308,0.8472222222222222,0.33796301984016186,0.14423076923076922,0.8333333333333334
oc_12_500_500_0_5_p019_0920_1,79.93548387096774,0.9620525095573224,0.9931373455559984,0.9221000837902714,0.7059064315693191,0.8064516129032258,0.625,0.5437421166875628,0.3870967741935484,0.7741935483870968
oc_12_5000_500_0_5_p019_0900_1,7.172214182344429,0.9507296465453899,0.9904161501682309,0.9681521136153122,0.9519278235149555,0.9913169319826338,0.9256756756756757,0.9508694464739079,0.9638205499276411,0.9500713266761769
oc_12_10000_1000_1_0_p019_0920_1,4.009708737864078,0.8574768809500829,0.9638720930232558,0.8612608090290523,0.8658995606777404,0.93042071197411,0.8582089552238806,0.8416961070240304,0.8365695792880259,0.9086115992970123
oc_12_500_500_0_5_p019_0900_1,71.82608695652173,0.9578268265973792,0.9926387263681592,0.9144831832333535,0.7619697797842135,0.8840579710144928,0.6630434782608695,0.545810337935133,0.36231884057971014,0.8333333333333334
oc_12_10000_1000_1_0_p019_0710_1,2.742667404537908,0.8601716884348605,0.9649282271181429,0.8772499120788487,0.8938718185983281,0.9490868843386829,0.8974358974358975,0.8770934431675055,0.8887659103486442,0.9299363057324841
oc_12_500_1500_1_5_p019_0710_1,55.06666666666667,0.9229055603347883,0.9846110186286168,0.30609712792167865,0.36876976564981134,0.18888888888888888,0.7391304347826086,0.3315677522354817,0.12222222222222222,0.9166666666666666
oc_12_2500_4000_4_0_p019_0880_1,28.813953488372093,0.9001522001206903,0.9767173166926677,0.5048361734219375,0.38250717582168353,0.20930232558139536,0.7346938775510204,0.1203548699619391,0.023255813953488372,0.6666666666666666
oc_12_10000_3000_3_1_p019_0920_1,5.518930957683741,0.7339977114829653,0.9262513153399385,0.5749882779257218,0.6286201889539502,0.6603563474387528,0.7076372315035799,0.569064171427145,0.4487750556792873,0.8395833333333333
oc_12_5000_2000_2_0_p019_0800_1,5.858156028368795,0.7665473506191112,0.9344689417442261,0.6414137155301773,0.662502287940918,0.7600472813238771,0.6718913270637409,0.640259612598103,0.5283687943262412,0.8713450292397661
oc_12_5000_1500_1_5_p019_0830_1,6.095940959409594,0.8045674748767228,0.947471520194141,0.7380243063339118,0.7429722319732897,0.8413284132841329,0.7261146496815286,0.7108187101254058,0.6482164821648216,0.8569105691056911
oc_12_5000_2000_2_0_p019_0830_1,6.095940959409594,0.735043824237465,0.929537320159473,0.6364333416889214,0.6539547303887224,0.7453874538745388,0.6674008810572687,0.626097144151927,0.5805658056580566,0.7750410509031199
oc_12_2500_500_0_5_p019_0920_1,15.987096774193548,0.945995953056784,0.9893229016331181,0.9598615531343279,0.8987234937797697,0.9806451612903225,0.8351648351648352,0.8974877938650487,0.9064516129032258,0.9006410256410257
oc_12_500_1000_1_0_p019_0770_1,56.96551724137931,0.8721371036501542,0.9794956970057506,0.46117066739062684,0.34867994598163315,0.2413793103448276,0.525,0.2549534945705854,0.09195402298850575,0.7272727272727273
oc_12_10000_3000_3_1_p019_0880_1,4.489130434782608,0.7203449853467434,0.9239482508250825,0.6061092464249658,0.6646525929159375,0.6992753623188406,0.7487875848690592,0.6336024931486096,0.5244565217391305,0.8853211009174312
oc_12_10000_3000_3_1_p019_0900_1,4.8116504854368936,0.708247346534405,0.9212201804209823,0.5554928450270015,0.6432261107867651,0.6514563106796116,0.7522421524663677,0.599858385963071,0.47766990291262135,0.8754448398576512
oc_12_5000_1500_1_5_p019_0880_1,6.742857142857143,0.8002141274409544,0.9462457916007732,0.7329369662996033,0.7094516058347787,0.7945578231292517,0.7061668681983071,0.6735989168114075,0.6299319727891156,0.801038062283737
oc_12_2500_4000_4_0_p019_0920_1,39.648,0.8207012130620972,0.9673150954536509,0.27050931112193044,0.38675161583248235,0.168,0.9130434782608695,0.21800357201347514,0.056,0.875
oc_12_5000_1500_1_5_p019_0900_1,7.172214182344429,0.8012652726453668,0.9474904196918718,0.7234224860439151,0.7273608158493773,0.8219971056439942,0.7082294264339152,0.6522198455623461,0.6020260492040521,0.7878787878787878
oc_12_10000_1000_1_0_p019_0880_1,3.3714285714285714,0.8648538448450557,0.9653313414254591,0.8744324191511549,0.8818918575571202,0.9455782312925171,0.8753148614609572,0.868013288585832,0.8741496598639455,0.921146953405018
oc_12_5000_1500_1_5_p019_0870_1,6.572944297082228,0.7901058835013888,0.9455887915936952,0.72102642097928,0.7106396307580469,0.7612732095490716,0.7377892030848329,0.641654282144576,0.5862068965517241,0.7921146953405018
oc_12_5000_4000_4_0_p019_0900_1,16.249180327868853,0.8675367620877601,0.9665925109294811,0.5574239910777398,0.5846148389693356,0.5147540983606558,0.7104072398190046,0.4435959679630066,0.2262295081967213,0.92
oc_12_5000_500_0_5_p019_0770_1,5.690011481056257,0.9519879046985896,0.990255294319547,0.967126976259777,0.9534205329372287,0.983926521239954,0.937636761487965,0.9533241112608921,0.9575200918484501,0.9630484988452656
oc_12_500_3000_3_1_p019_0900_1,97.17647058823529,0.7494137167442477,0.9486849610545236,0.012656842553833147,-0.006891191843463388,0.0,0.0,0.0,0.0,0.0
oc_12_500_1500_1_5_p019_0770_1,56.96551724137931,0.9059995237645825,0.9835742216934364,0.3498432731227973,0.41711645260244173,0.26436781609195403,0.6764705882352942,0.21264924202092345,0.04597701149425287,1.0
oc_12_10000_1000_1_0_p019_0900_1,3.591304347826087,0.8650548325213925,0.9652229797979798,0.8754071317470378,0.8837329662124406,0.9521739130434783,0.8696227663798809,0.8657091791833714,0.8739130434782608,0.9150227617602428
oc_12_2500_500_0_5_p019_0900_1,14.323699421965317,0.9487921542806774,0.9903082610335723,0.9601196078618843,0.921076278483554,0.9797687861271677,0.875968992248062,0.9276409295185145,0.9364161849710982,0.9283667621776505
oc_12_500_500_0_5_p019_0880_1,67.89041095890411,0.9566139379746443,0.9918514217538278,0.763314922247889,0.6580027362908598,0.6301369863013698,0.696969696969697,0.45066899798922955,0.2054794520547945,1.0
