Name,CI,LSR,BSL,HMS,MCC_5,TPR_5,PPV_5,MCC_9,TPR_9,PPV_9
oc_12_2500_4000_4_0_p019_0830_1,23.826923076923077,0.9139050576971348,0.9795755809450039,0.7277606820741552,0.6852418719913923,0.6538461538461539,0.7431693989071039,0.4824234256989565,0.25,0.9629629629629629
oc_12_2500_4000_4_0_p019_0870_1,27.23076923076923,0.9179359496119419,0.9805718567536006,0.6807619667400502,0.6245444684468695,0.5934065934065934,0.6835443037974683,0.46802016612519015,0.22527472527472528,1.0
oc_12_2500_4000_4_0_p019_0880_1,28.813953488372093,0.9275471397214924,0.9837775741029641,0.7241861417224589,0.6434412297085635,0.5290697674418605,0.8053097345132744,0.4116109717687186,0.18023255813953487,0.96875
oc_12_2500_4000_4_0_p019_0900_1,32.18181818181818,0.9167632782598788,0.9816328767123288,0.6320910270342565,0.6041931507049143,0.4090909090909091,0.9130434782608695,0.11225219498391645,0.012987012987012988,1.0
oc_12_2500_4000_4_0_p019_0920_1,39.648,0.9095476569967601,0.9821787049793348,0.4791919885845296,0.5094058233468289,0.28,0.9459459459459459,0.2937569399868496,0.096,0.9230769230769231
oc_12_2500_500_0_5_p019_0710_1,10.964601769911505,0.9593933744465144,0.9928911427514793,0.95626493614439,0.9455240126239468,0.9668141592920354,0.9337606837606838,0.9496888372692242,0.9269911504424779,0.9812646370023419
oc_12_2500_500_0_5_p019_0770_1,11.36697247706422,0.9603756286357181,0.9931876298219584,0.9631654717352275,0.948954776225617,0.9747706422018348,0.9320175438596491,0.958343662985639,0.944954128440367,0.9786223277909739
oc_12_2500_500_0_5_p019_0800_1,11.71631205673759,0.9556084253442532,0.9918216768916155,0.964971690581028,0.9355955585003827,0.9810874704491725,0.9021739130434783,0.9587809550560785,0.9574468085106383,0.9665871121718377
oc_12_2500_500_0_5_p019_0830_1,12.176904176904177,0.9436749866787283,0.9893762073466343,0.9507684584986786,0.9347716134541595,0.9705159705159705,0.9101382488479263,0.9547019974022202,0.9557739557739557,0.9604938271604938
oc_12_2500_500_0_5_p019_0870_1,13.145888594164456,0.9491328806032495,0.990555784736546,0.9641100995000206,0.9389819312262985,0.9814323607427056,0.9068627450980392,0.9601414474313305,0.9655172413793104,0.9604221635883905
oc_12_2500_500_0_5_p019_0880_1,13.467391304347826,0.964252783565658,0.993246656649136,0.9591831438353723,0.9369076117259272,0.9728260869565217,0.910941475826972,0.9483235399128209,0.9375,0.9663865546218487
oc_12_2500_500_0_5_p019_0900_1,14.323699421965317,0.9488748203339519,0.9901650132025651,0.9617862285329438,0.9109258000242353,0.9797687861271677,0.8582278481012658,0.9386955128881939,0.9508670520231214,0.9346590909090909
oc_12_2500_500_0_5_p019_0920_1,15.987096774193548,0.9482221933063045,0.9910983858716294,0.952148160740593,0.9279649852184626,0.967741935483871,0.8982035928143712,0.9393046430897997,0.9290322580645162,0.9568106312292359
oc_12_5000_1000_1_0_p019_0710_1,5.482300884955753,0.9165317524752834,0.9796140784982935,0.9199112168516503,0.9038607106176247,0.9668141592920354,0.874,0.9196238099115762,0.922566371681416,0.9413092550790068
oc_12_5000_1000_1_0_p019_0770_1,5.690011481056257,0.9013991703860471,0.9757955723356787,0.9119258793562753,0.8918605339746095,0.9678530424799081,0.8532388663967612,0.9098214115496283,0.9265212399540758,0.9201824401368301
oc_12_5000_1000_1_0_p019_0800_1,5.858156028368795,0.9061622529867853,0.9779558255773871,0.9184615538584102,0.8996396412702036,0.966903073286052,0.8656084656084656,0.9099650477207564,0.9219858156028369,0.9241706161137441
oc_12_5000_1000_1_0_p019_0830_1,6.095940959409594,0.9069227794409542,0.9765257236956145,0.9108040185169269,0.8843555127385637,0.955719557195572,0.850109409190372,0.9161894199875544,0.9163591635916359,0.9394703656998739
oc_12_5000_1000_1_0_p019_0870_1,6.572944297082228,0.9163824060950516,0.9788003327495621,0.9123202268334979,0.8878317852086414,0.9562334217506632,0.8532544378698225,0.922033751157867,0.9190981432360743,0.9454297407912687
oc_12_5000_1000_1_0_p019_0880_1,6.742857142857143,0.914282368161155,0.9791727288701458,0.9088356616640462,0.8911003471656417,0.9537414965986395,0.8601226993865031,0.9048096862721687,0.908843537414966,0.925207756232687
oc_12_5000_1000_1_0_p019_0900_1,7.172214182344429,0.9078730350985919,0.9774588985301931,0.9053694368264356,0.8826576940428441,0.9580318379160637,0.841168996188056,0.8971551430878318,0.9030390738060782,0.9162995594713657
oc_12_5000_1000_1_0_p019_0920_1,8.019417475728156,0.9074733737200394,0.9771537136706135,0.9036023890722321,0.8646755908355318,0.9530744336569579,0.81353591160221,0.8954309850348396,0.8980582524271845,0.9158415841584159
oc_12_5000_1500_1_5_p019_0710_1,5.482300884955753,0.8785231301088319,0.9667933617747441,0.8440344400464607,0.8487504929861822,0.915929203539823,0.8321608040201005,0.8472658993458677,0.8075221238938053,0.9346991037131882
oc_12_5000_1500_1_5_p019_0770_1,5.690011481056257,0.8745393590010803,0.9656062982666895,0.8525342039875741,0.8361381212759698,0.931113662456946,0.7982283464566929,0.8628145175855161,0.8461538461538461,0.920099875156055
oc_12_5000_1500_1_5_p019_0800_1,5.858156028368795,0.8771243457769646,0.9666815580834195,0.844106007063098,0.838290176355419,0.9184397163120568,0.8110647181628392,0.8435582096206353,0.8108747044917257,0.9220430107526881
oc_12_5000_1500_1_5_p019_0830_1,6.095940959409594,0.8432695909192491,0.9555375801698734,0.8082758508477011,0.7913706876117789,0.9138991389913899,0.7415169660678643,0.814898712447983,0.7908979089790897,0.8905817174515236
oc_12_5000_1500_1_5_p019_0870_1,6.572944297082228,0.8714335756643905,0.9643129071803853,0.815297750955197,0.8085479362461016,0.889920424403183,0.7838785046728972,0.8045357201549813,0.7427055702917772,0.9210526315789473
oc_12_5000_1500_1_5_p019_0880_1,6.742857142857143,0.8809896393820301,0.9667767000527148,0.8300329370418263,0.8174209090737008,0.891156462585034,0.795868772782503,0.8016997431234819,0.7537414965986394,0.9022801302931596
oc_12_5000_1500_1_5_p019_0900_1,7.172214182344429,0.8608848228378558,0.9603973083052948,0.8096944967289246,0.7837264597901528,0.9015918958031838,0.7320799059929495,0.7992762313568087,0.7525325615050651,0.896551724137931
