Name,n_run,CI,LSR,BSL,HMS,MCC_5,TPR_5,PPV_5,MCC_9,TPR_9,PPV_9
oc_12_2500_3000_3.1_p019_0800_1.dat,1,15.018181818181818,0.4874942586645099,0.8906545592130155,0.38515501763276805,0.3882677457287551,0.6212121212121212,0.31155015197568386,0.3882677457287551,0.6212121212121212,0.31155015197568386
oc_12_2500_3000_3.1_p019_0800_1.dat,2,15.018181818181818,0.6595755183793548,0.9152005297010972,0.4690094712483043,0.3355374878083612,0.7181818181818181,0.2252851711026616,0.5102260728769594,0.5818181818181818,0.5065963060686016
oc_12_2500_3000_3.1_p019_0800_1.dat,3,15.018181818181818,0.7316493098816055,0.9332828856097869,0.478818722810078,0.49034888786551384,0.6212121212121212,0.44759825327510916,0.5202035098390018,0.49393939393939396,0.6059479553903345
oc_12_2500_3000_3.1_p019_0800_1.dat,4,15.018181818181818,0.7459413634329313,0.9363058077941733,0.48928113116566785,0.4618459132253484,0.6666666666666666,0.3819444444444444,0.5345862000289938,0.47878787878787876,0.6528925619834711
oc_12_2500_3000_3.1_p019_0800_1.dat,5,15.018181818181818,0.7583233783584782,0.9381233446840711,0.4986389851923607,0.5013693677210067,0.6303030303030303,0.4581497797356828,0.5530207698473243,0.46060606060606063,0.7169811320754716
oc_12_2500_3000_3.1_p019_0800_1.dat,6,15.018181818181818,0.767842360335699,0.9411653424139236,0.5127916712252774,0.4933793160174365,0.6575757575757576,0.4297029702970297,0.5503408648837022,0.44242424242424244,0.7373737373737373
oc_12_2500_3000_3.1_p019_0800_1.dat,7,15.018181818181818,0.7659435001916131,0.9408024276680025,0.5063955311353021,0.5090004751392327,0.6363636363636364,0.4656319290465632,0.528870906989637,0.41515151515151516,0.7287234042553191
oc_12_2500_3000_3.1_p019_0800_1.dat,8,15.018181818181818,0.7671311396145437,0.940760381195611,0.5031870064518598,0.49205472142971773,0.6484848484848484,0.4331983805668016,0.5204186537142602,0.3939393939393939,0.7428571428571429
oc_12_2500_3000_3.1_p019_0800_1.dat,9,15.018181818181818,0.7672727780889222,0.9401984277126161,0.5076134394673526,0.5145728181239404,0.6303030303030303,0.4781609195402299,0.5204186537142602,0.3939393939393939,0.7428571428571429
oc_12_2500_3000_3.1_p019_0800_1.dat,10,15.018181818181818,0.7704628985937949,0.9411520998864926,0.5042615144464919,0.48868935574295097,0.6363636363636364,0.43568464730290457,0.5641235876571191,0.49393939393939396,0.6965811965811965
oc_12_2500_3000_3.1_p019_0800_1.dat,11,15.018181818181818,0.7733198900297303,0.9418016716541121,0.5065603038780616,0.5095984293395722,0.6272727272727273,0.4726027397260274,0.5795986699926823,0.48787878787878786,0.7385321100917431
oc_12_2500_3000_3.1_p019_0800_1.dat,12,15.018181818181818,0.7760714034543876,0.9421046685164165,0.5049391292495242,0.5021375096880372,0.6333333333333333,0.4573304157549234,0.5753851826093909,0.47878787878787876,0.7417840375586855
oc_12_2500_3000_3.1_p019_0800_1.dat,13,15.018181818181818,0.7729588625177014,0.940675044272355,0.5055334783179349,0.5046620212029994,0.6242424242424243,0.4671201814058957,0.5760555831573928,0.47575757575757577,0.7476190476190476
oc_12_2500_3000_3.1_p019_0800_1.dat,14,15.018181818181818,0.7748780993750229,0.9406035967167798,0.5022223706425445,0.48582427525409944,0.6393939393939394,0.42973523421588594,0.5767082907385359,0.46060606060606063,0.7715736040609137
oc_12_2500_3000_3.1_p019_0800_1.dat,15,15.018181818181818,0.7766562898691833,0.9414823222768739,0.505423519804192,0.49379034288862655,0.6242424242424243,0.45076586433260396,0.5770576169511441,0.4484848484848485,0.7914438502673797
oc_12_2500_3000_3.1_p019_0800_1.dat,16,15.018181818181818,0.7746954989878988,0.9408424080117291,0.5040074664096879,0.4897444213913397,0.6333333333333333,0.43907563025210083,0.5770576169511441,0.4484848484848485,0.7914438502673797
oc_12_2500_3000_3.1_p019_0800_1.dat,17,15.018181818181818,0.7746090447988707,0.9410206761478712,0.505524241224607,0.49261540012548716,0.6272727272727273,0.4470842332613391,0.5745711012566902,0.44545454545454544,0.7903225806451613
oc_12_2500_3000_3.1_p019_0800_1.dat,18,15.018181818181818,0.7796756167033123,0.9424055156177744,0.5083828029871249,0.49229560452059024,0.6333333333333333,0.4427966101694915,0.55645918323781,0.41515151515151516,0.7965116279069767
oc_12_2500_3000_3.1_p019_0800_1.dat,19,15.018181818181818,0.7801782779647678,0.9425372829289306,0.512189950611126,0.5013693677210067,0.6303030303030303,0.4581497797356828,0.5472338113019461,0.4,0.8
oc_12_2500_3000_3.1_p019_0800_1.dat,20,15.018181818181818,0.7820087633227182,0.9428599129776769,0.5128275385882897,0.5016952653303762,0.6393939393939394,0.45278969957081544,0.5743203508418276,0.4696969696969697,0.7524271844660194
oc_12_2500_3000_3.1_p019_0800_1.dat,21,15.018181818181818,0.7821141160987376,0.9431193337468674,0.5126023782566149,0.5124613672259427,0.6242424242424243,0.4790697674418605,0.5718656264046456,0.4666666666666667,0.751219512195122
oc_12_2500_3000_3.1_p019_0800_1.dat,22,15.018181818181818,0.7840090038175795,0.9434714496111669,0.515851448884604,0.5006958932018036,0.6303030303030303,0.45714285714285713,0.5808364381920865,0.4636363636363636,0.7766497461928934
oc_12_2500_3000_3.1_p019_0800_1.dat,23,15.018181818181818,0.7838950277441905,0.9433357150571435,0.514626300533157,0.5033319694063679,0.6272727272727273,0.46308724832214765,0.5651604673420271,0.44242424242424244,0.7724867724867724
oc_12_2500_3000_3.1_p019_0800_1.dat,24,15.018181818181818,0.7843660960118135,0.9432614190524236,0.517442217594526,0.4958479366857723,0.6393939393939394,0.4442105263157895,0.5593113945340191,0.43333333333333335,0.772972972972973
